time	peer	dir	hex	kind	name	detail
2026-09-18T11:00:28.795	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:28.804	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:28.805	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:28.814	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:28.814	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:28.823	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:28.824	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:28.834	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:28.835	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:28.844	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:28.845	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:28.854	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:28.855	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:31.827	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:31.827	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:31.844	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
